RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
Proposition 1 – State of Texas,Proposition 1 – State of Texas - For,For,35923,Colin
Proposition 1 – State of Texas,Proposition 1 – State of Texas.1 - Against,Against,11644,Colin
Proposition 1 – State of Texas,Proposition 1 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 1 – State of Texas,Proposition 1 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1221,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas - For,For,29858,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas.1 - Against,Against,16747,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2183,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas - For,For,33426,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas.1 - Against,Against,13499,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1863,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas - For,For,40739,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas.1 - Against,Against,6568,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1480,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas - For,For,30567,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas.1 - Against,Against,16266,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1955,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas - For,For,38022,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas.1 - Against,Against,9240,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1526,Colin
Proposition 7 – State of Texas,Proposition 7 – State of Texas - For,For,31167,Colin
Proposition 7 – State of Texas,Proposition 7 – State of Texas.1 - Against,Against,16194,Colin
Proposition 7 – State of Texas,Proposition 7 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 7 – State of Texas,Proposition 7 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1427,Colin
Proposition 8 – State of Texas,Proposition 8 – State of Texas - For,For,33260,Colin
Proposition 8 – State of Texas,Proposition 8 – State of Texas.1 - Against,Against,13699,Colin
Proposition 8 – State of Texas,Proposition 8 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 8 – State of Texas,Proposition 8 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1829,Colin
Proposition 9 – State of Texas,Proposition 9 – State of Texas - For,For,39448,Colin
Proposition 9 – State of Texas,Proposition 9 – State of Texas.1 - Against,Against,8268,Colin
Proposition 9 – State of Texas,Proposition 9 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 9 – State of Texas,Proposition 9 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1072,Colin
Proposition 10 – State of Texas,Proposition 10 – State of Texas - For,For,24447,Colin
Proposition 10 – State of Texas,Proposition 10 – State of Texas.1 - Against,Against,21783,Colin
Proposition 10 – State of Texas,Proposition 10 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 10 – State of Texas,Proposition 10 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2558,Colin
Proposition 11 – State of Texas,Proposition 11 – State of Texas - For,For,28560,Colin
Proposition 11 – State of Texas,Proposition 11 – State of Texas.1 - Against,Against,15887,Colin
Proposition 11 – State of Texas,Proposition 11 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 11 – State of Texas,Proposition 11 – State of Texas.3 - UNDER VOTES,UNDER VOTES,4341,Colin
Proposition 12 – State of Texas,Proposition 12 – State of Texas - For,For,24115,Colin
Proposition 12 – State of Texas,Proposition 12 – State of Texas.1 - Against,Against,18069,Colin
Proposition 12 – State of Texas,Proposition 12 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 12 – State of Texas,Proposition 12 – State of Texas.3 - UNDER VOTES,UNDER VOTES,6604,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas - For,For,17611,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas.1 - Against,Against,28710,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2467,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas - For,For,35723,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas.1 - Against,Against,11095,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas.3 - UNDER VOTES,UNDER VOTES,1970,Colin
Proposition A – Collin County,Proposition A – Collin County - For,For,26176,Colin
Proposition A – Collin County,Proposition A – Collin County.1 - Against,Against,20530,Colin
Proposition A – Collin County,Proposition A – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Collin County,Proposition A – Collin County.3 - UNDER VOTES,UNDER VOTES,2054,Colin
Proposition B – Collin County,Proposition B – Collin County - For,For,30910,Colin
Proposition B – Collin County,Proposition B – Collin County.1 - Against,Against,16007,Colin
Proposition B – Collin County,Proposition B – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Collin County,Proposition B – Collin County.3 - UNDER VOTES,UNDER VOTES,1843,Colin
Proposition C – Collin County,Proposition C – Collin County - For,For,26727,Colin
Proposition C – Collin County,Proposition C – Collin County.1 - Against,Against,19570,Colin
Proposition C – Collin County,Proposition C – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Collin County,Proposition C – Collin County.3 - UNDER VOTES,UNDER VOTES,2463,Colin
Proposition D – Collin County,Proposition D – Collin County - For,For,29575,Colin
Proposition D – Collin County,Proposition D – Collin County.1 - Against,Against,17103,Colin
Proposition D – Collin County,Proposition D – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
