RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"Councilmember, Place No","Councilmember, Place No. 1 - City of Allen - Mike Schaeffer",Mike Schaeffer,0,Colin
"Councilmember, Place No","Councilmember, Place No. 1 - City of Allen.1 - Dave Scott",Dave Scott,0,Colin
"Councilmember, Place No","Councilmember, Place No. 1 - City of Allen.2 - Esrar Razvi",Esrar Razvi,0,Colin
"Councilmember, Place No","Councilmember, Place No. 1 - City of Allen.3 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place No","Councilmember, Place No. 1 - City of Allen.4 - UNDER VOTES",UNDER VOTES,0,Colin
"Councilmember, Place No","Councilmember, Place No. 3 - City of Allen - Dave Cornette",Dave Cornette,0,Colin
"Councilmember, Place No","Councilmember, Place No. 3 - City of Allen.1 - Ken Cook",Ken Cook,0,Colin
"Councilmember, Place No","Councilmember, Place No. 3 - City of Allen.2 - Saad Hamid",Saad Hamid,0,Colin
"Councilmember, Place No","Councilmember, Place No. 3 - City of Allen.3 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place No","Councilmember, Place No. 3 - City of Allen.4 - UNDER VOTES",UNDER VOTES,0,Colin
"Councilmember, Place No","Councilmember, Place No. 5 - City of Allen - Dave Shafer",Dave Shafer,0,Colin
"Councilmember, Place No","Councilmember, Place No. 5 - City of Allen.1 - Zeeshan Naseh",Zeeshan Naseh,0,Colin
"Councilmember, Place No","Councilmember, Place No. 5 - City of Allen.2 - Walter Merrill",Walter Merrill,0,Colin
"Councilmember, Place No","Councilmember, Place No. 5 - City of Allen.3 - Carl Clemencich",Carl Clemencich,0,Colin
"Councilmember, Place No","Councilmember, Place No. 5 - City of Allen.4 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place No","Councilmember, Place No. 5 - City of Allen.5 - UNDER VOTES",UNDER VOTES,0,Colin
Mayor - City of Anna ,Mayor - City of Anna - Pete Cain,Pete Cain,0,Colin
Mayor - City of Anna,Mayor - City of Anna.1 - Randy Atchley,Randy Atchley,0,Colin
Mayor - City of Anna,Mayor - City of Anna.2 - OVER VOTES,OVER VOTES,0,Colin
Mayor - City of Anna,Mayor - City of Anna.3 - UNDER VOTES,UNDER VOTES,0,Colin
"City Council, Place 1 - City of Anna ","City Council, Place 1 - City of Anna - Bryan Heath",Bryan Heath,0,Colin
"City Council, Place 1 - City of Anna","City Council, Place 1 - City of Anna.1 - Kevin Toten",Kevin Toten,0,Colin
"City Council, Place 1 - City of Anna","City Council, Place 1 - City of Anna.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Anna","City Council, Place 1 - City of Anna.3 - UNDER VOTES",UNDER VOTES,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna ","City Council, Place 2, Unexpired Term - City of Anna - Jody Bills",Jody Bills,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.1 - LaMarr Dillingham",LaMarr Dillingham,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.2 - Todd Engels",Todd Engels,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.3 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.4 - UNDER VOTES",UNDER VOTES,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna ","City Council, Place 4, Unexpired Term - City of Anna - Tom Longmire",Tom Longmire,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.1 - Kelly Herndon",Kelly Herndon,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.2 - Bruce Norwood",Bruce Norwood,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.3 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.4 - UNDER VOTES",UNDER VOTES,0,Colin
"Member of Council, Place 1 - City of Carrollton ","Member of Council, Place 1 - City of Carrollton - Christopher Axberg",Christopher Axberg,0,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.1 - Laura Vola",Laura Vola,0,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Member of Council, Place 3 - City of Carrollton ","Member of Council, Place 3 - City of Carrollton - Richard Fleming",Richard Fleming,0,Colin
"Member of Council, Place 3 - City of Carrollton","Member of Council, Place 3 - City of Carrollton.1 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 3 - City of Carrollton","Member of Council, Place 3 - City of Carrollton.2 - UNDER VOTES",UNDER VOTES,0,Colin
"Member of Council, Place 5 - City of Carrollton ","Member of Council, Place 5 - City of Carrollton - Nancy Cline",Nancy Cline,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.1 - Susan Thomas",Susan Thomas,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Member of Council, Place 7 - City of Carrollton ","Member of Council, Place 7 - City of Carrollton - Simon Chamakala",Simon Chamakala,0,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.1 - Rowena Watters",Rowena Watters,0,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,0,Colin
Proposition A - City of Carrollton ,Proposition A - City of Carrollton - YES,YES,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.1 - NO,NO,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton - YES,YES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.1 - NO,NO,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton - YES,YES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.1 - NO,NO,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
"Councilmember, Place 2 - City of Celina ","Councilmember, Place 2 - City of Celina - David Hogue",David Hogue,0,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.1 - Eddie Cawlfield",Eddie Cawlfield,0,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Councilmember, Place 3 - City of Celina ","Councilmember, Place 3 - City of Celina - Ghentry Pace",Ghentry Pace,0,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.1 - Andy Hop Hopkins",Andy Hop Hopkins,0,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.2 - Julissa Casas Porcher",Julissa Casas Porcher,0,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.3 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.4 - UNDER VOTES",UNDER VOTES,0,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas - For,For,0,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.1 - Against,Against,0,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas - For,For,0,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.1 - Against,Against,0,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas - For,For,0,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.1 - Against,Against,0,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas - For,For,0,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.1 - Against,Against,0,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas - For,For,0,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.1 - Against,Against,0,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas - For,For,0,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.1 - Against,Against,0,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas - For,For,0,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.1 - Against,Against,0,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas - For,For,0,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.1 - Against,Against,0,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas - For,For,0,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.1 - Against,Against,0,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas - For,For,0,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.1 - Against,Against,0,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.3 - UNDER VOTES,UNDER VOTES,0,Colin
Mayor - City of Farmersville ,Mayor - City of Farmersville - Craig Overstreet,Craig Overstreet,0,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.1 - Bryon Wiebold,Bryon Wiebold,0,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.2 - OVER VOTES,OVER VOTES,0,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.3 - UNDER VOTES,UNDER VOTES,0,Colin
"Councilmember, Place 4 - City of Farmersville ","Councilmember, Place 4 - City of Farmersville - Mike Henry",Mike Henry,0,Colin
"Councilmember, Place 4 - City of Farmersville","Councilmember, Place 4 - City of Farmersville.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 - City of Farmersville","Councilmember, Place 4 - City of Farmersville.2 - UNDER VOTES",UNDER VOTES,0,Colin
"City Council, Place 1 - City of Frisco ","City Council, Place 1 - City of Frisco - Mark Piland",Mark Piland,0,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.1 - John Keating",John Keating,0,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.3 - UNDER VOTES",UNDER VOTES,0,Colin
"City Council, Place 3 - City of Frisco ","City Council, Place 3 - City of Frisco - John Redmond",John Redmond,0,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.1 - Angelia Pelham",Angelia Pelham,0,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.3 - UNDER VOTES",UNDER VOTES,0,Colin
