RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
Proposition 1 – State of Texas,Proposition 1 – State of Texas - For,For,71989,Colin
Proposition 1 – State of Texas,Proposition 1 – State of Texas.1 - Against,Against,23943,Colin
Proposition 1 – State of Texas,Proposition 1 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 1 – State of Texas,Proposition 1 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2330,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas - For,For,60360,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas.1 - Against,Against,33697,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 2 – State of Texas,Proposition 2 – State of Texas.3 - UNDER VOTES,UNDER VOTES,4205,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas - For,For,65898,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas.1 - Against,Against,28788,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 3 – State of Texas,Proposition 3 – State of Texas.3 - UNDER VOTES,UNDER VOTES,3576,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas - For,For,81303,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas.1 - Against,Against,14237,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition 4 – State of Texas,Proposition 4 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2721,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas - For,For,60917,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas.1 - Against,Against,33582,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 5 – State of Texas,Proposition 5 – State of Texas.3 - UNDER VOTES,UNDER VOTES,3763,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas - For,For,75943,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas.1 - Against,Against,19367,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 6 – State of Texas,Proposition 6 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2952,Colin
Proposition 7 – State of Texas,Proposition 7 – State of Texas - For,For,62252,Colin
Proposition 7 – State of Texas,Proposition 7 – State of Texas.1 - Against,Against,33221,Colin
